,fig_path,fig_name
45102,Circle_3db8f410-2a8f-11ea-8123-8363a7ec19e6.png,Circle
69545,Triangle_fc1a0a0c-2a8a-11ea-8123-8363a7ec19e6.png,Triangle
27588,Square_d3f99fb4-2a95-11ea-8123-8363a7ec19e6.png,Square
82830,Circle_c1fd4302-2a8f-11ea-8123-8363a7ec19e6.png,Circle
46712,Square_9df950c8-2a89-11ea-8123-8363a7ec19e6.png,Square
81866,Square_37469cac-2a8c-11ea-8123-8363a7ec19e6.png,Square
37167,Triangle_dd65ca0e-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
71897,Square_b1ef1932-2a84-11ea-8123-8363a7ec19e6.png,Square
43187,Circle_71898f48-2a94-11ea-8123-8363a7ec19e6.png,Circle
53514,Square_89209500-2a91-11ea-8123-8363a7ec19e6.png,Square
57253,Triangle_82577c12-2a90-11ea-8123-8363a7ec19e6.png,Triangle
70499,Triangle_990fa736-2a86-11ea-8123-8363a7ec19e6.png,Triangle
19294,Circle_934f68a8-2a96-11ea-8123-8363a7ec19e6.png,Circle
4961,Circle_b4c5c0b0-2a8f-11ea-8123-8363a7ec19e6.png,Circle
24357,Square_1cc0b7d8-2a95-11ea-8123-8363a7ec19e6.png,Square
3855,Circle_c5281da2-2a87-11ea-8123-8363a7ec19e6.png,Circle
58563,Square_93113c5c-2a98-11ea-8123-8363a7ec19e6.png,Square
39105,Square_add9aa58-2a91-11ea-8123-8363a7ec19e6.png,Square
18555,Circle_c0dba3a4-2a91-11ea-8123-8363a7ec19e6.png,Circle
16590,Triangle_a06cae64-2a8d-11ea-8123-8363a7ec19e6.png,Triangle
15099,Circle_2ed7425a-2a8d-11ea-8123-8363a7ec19e6.png,Circle
85463,Triangle_2661e7fa-2a93-11ea-8123-8363a7ec19e6.png,Triangle
640,Circle_77667a0a-2a91-11ea-8123-8363a7ec19e6.png,Circle
65036,Triangle_9907ae7e-2a8f-11ea-8123-8363a7ec19e6.png,Triangle
41778,Square_8799b9a2-2a85-11ea-8123-8363a7ec19e6.png,Square
22000,Triangle_519e4c04-2a90-11ea-8123-8363a7ec19e6.png,Triangle
70957,Circle_2793e026-2a87-11ea-8123-8363a7ec19e6.png,Circle
31967,Square_09824eec-2a91-11ea-8123-8363a7ec19e6.png,Square
34986,Square_9bc72002-2a91-11ea-8123-8363a7ec19e6.png,Square
82484,Circle_735db440-2a8d-11ea-8123-8363a7ec19e6.png,Circle
74836,Square_2eb342d2-2a8e-11ea-8123-8363a7ec19e6.png,Square
34685,Square_99e87700-2a8b-11ea-8123-8363a7ec19e6.png,Square
19207,Triangle_ee900bac-2a99-11ea-8123-8363a7ec19e6.png,Triangle
10303,Square_be9dada2-2a88-11ea-8123-8363a7ec19e6.png,Square
88578,Circle_f3896612-2a94-11ea-8123-8363a7ec19e6.png,Circle
5891,Circle_4461e112-2a96-11ea-8123-8363a7ec19e6.png,Circle
7102,Triangle_fa5b1732-2a8b-11ea-8123-8363a7ec19e6.png,Triangle
82933,Triangle_3160cd5c-2a92-11ea-8123-8363a7ec19e6.png,Triangle
6884,Square_af14d0e4-2a89-11ea-8123-8363a7ec19e6.png,Square
32459,Circle_7c3dc86e-2a99-11ea-8123-8363a7ec19e6.png,Circle
17299,Triangle_d070071a-2a91-11ea-8123-8363a7ec19e6.png,Triangle
69668,Triangle_455bf77a-2a86-11ea-8123-8363a7ec19e6.png,Triangle
6063,Triangle_cda9d4a0-2a98-11ea-8123-8363a7ec19e6.png,Triangle
44694,Square_7e0f3772-2a8a-11ea-8123-8363a7ec19e6.png,Square
3454,Square_f3e7cddc-2a95-11ea-8123-8363a7ec19e6.png,Square
8766,Triangle_bbcf6a0c-2a88-11ea-8123-8363a7ec19e6.png,Triangle
21446,Square_bc5a986e-2a8a-11ea-8123-8363a7ec19e6.png,Square
2847,Triangle_b305d2de-2a89-11ea-8123-8363a7ec19e6.png,Triangle
23024,Triangle_c4cfce64-2a9a-11ea-8123-8363a7ec19e6.png,Triangle
38606,Circle_7746ceec-2a8e-11ea-8123-8363a7ec19e6.png,Circle
18746,Triangle_a891c7d2-2a92-11ea-8123-8363a7ec19e6.png,Triangle
50799,Triangle_8de876fa-2a93-11ea-8123-8363a7ec19e6.png,Triangle
5022,Square_743619d2-2a94-11ea-8123-8363a7ec19e6.png,Square
43391,Circle_c25b5452-2a89-11ea-8123-8363a7ec19e6.png,Circle
50034,Circle_1d3b2834-2a94-11ea-8123-8363a7ec19e6.png,Circle
5090,Square_75b4febc-2a9a-11ea-8123-8363a7ec19e6.png,Square
49737,Triangle_b0c82dea-2a85-11ea-8123-8363a7ec19e6.png,Triangle
72249,Triangle_45585524-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
73128,Triangle_97664d0c-2a8d-11ea-8123-8363a7ec19e6.png,Triangle
64657,Circle_4d88f1a8-2a83-11ea-8123-8363a7ec19e6.png,Circle
20109,Triangle_65a36430-2a88-11ea-8123-8363a7ec19e6.png,Triangle
81033,Square_5f684f64-2a87-11ea-8123-8363a7ec19e6.png,Square
34049,Square_cfcc56ea-2a98-11ea-8123-8363a7ec19e6.png,Square
42947,Triangle_a8fe4672-2a98-11ea-8123-8363a7ec19e6.png,Triangle
82109,Circle_2d56b2e8-2a89-11ea-8123-8363a7ec19e6.png,Circle
8510,Square_9db01dd4-2a86-11ea-8123-8363a7ec19e6.png,Square
78115,Square_93229666-2a8c-11ea-8123-8363a7ec19e6.png,Square
81359,Square_a737d378-2a91-11ea-8123-8363a7ec19e6.png,Square
89314,Square_49ea207c-2a91-11ea-8123-8363a7ec19e6.png,Square
46748,Triangle_651de938-2a9a-11ea-8123-8363a7ec19e6.png,Triangle
43336,Circle_307f924a-2a8f-11ea-8123-8363a7ec19e6.png,Circle
66489,Circle_5091d90e-2a98-11ea-8123-8363a7ec19e6.png,Circle
44278,Circle_3e795e3c-2a8d-11ea-8123-8363a7ec19e6.png,Circle
9227,Square_accb9d30-2a94-11ea-8123-8363a7ec19e6.png,Square
39648,Square_479a3958-2a8f-11ea-8123-8363a7ec19e6.png,Square
54663,Square_58179c68-2a93-11ea-8123-8363a7ec19e6.png,Square
30196,Triangle_000bc598-2a85-11ea-8123-8363a7ec19e6.png,Triangle
23595,Circle_f8c66794-2a88-11ea-8123-8363a7ec19e6.png,Circle
67422,Square_cfbb7116-2a90-11ea-8123-8363a7ec19e6.png,Square
75932,Circle_173ff894-2a97-11ea-8123-8363a7ec19e6.png,Circle
24327,Square_6056de9c-2a94-11ea-8123-8363a7ec19e6.png,Square
33586,Square_6d72de18-2a8b-11ea-8123-8363a7ec19e6.png,Square
64373,Square_36afbb40-2a99-11ea-8123-8363a7ec19e6.png,Square
70456,Triangle_a35c9f9e-2a83-11ea-8123-8363a7ec19e6.png,Triangle
32788,Square_89587308-2a96-11ea-8123-8363a7ec19e6.png,Square
72769,Triangle_2f532a7a-2a90-11ea-8123-8363a7ec19e6.png,Triangle
71684,Triangle_7c4f9a30-2a94-11ea-8123-8363a7ec19e6.png,Triangle
51102,Triangle_b1977114-2a84-11ea-8123-8363a7ec19e6.png,Triangle
61480,Circle_69b09b62-2a95-11ea-8123-8363a7ec19e6.png,Circle
89262,Circle_3f524ab4-2a86-11ea-8123-8363a7ec19e6.png,Circle
10326,Square_4411032a-2a8a-11ea-8123-8363a7ec19e6.png,Square
89594,Square_3c988c70-2a8b-11ea-8123-8363a7ec19e6.png,Square
58347,Circle_c5962d44-2a8f-11ea-8123-8363a7ec19e6.png,Circle
30199,Circle_a2591fe2-2a87-11ea-8123-8363a7ec19e6.png,Circle
42399,Circle_77d5740a-2a8c-11ea-8123-8363a7ec19e6.png,Circle
1853,Triangle_fdec7abc-2a86-11ea-8123-8363a7ec19e6.png,Triangle
84498,Triangle_5c26cc18-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
89680,Triangle_df3092cc-2a93-11ea-8123-8363a7ec19e6.png,Triangle
32088,Square_aee8cdfa-2a8e-11ea-8123-8363a7ec19e6.png,Square
26090,Circle_cc4e0a44-2a99-11ea-8123-8363a7ec19e6.png,Circle
43846,Square_1129c4aa-2a8b-11ea-8123-8363a7ec19e6.png,Square
18931,Circle_f16c55ca-2a8e-11ea-8123-8363a7ec19e6.png,Circle
26264,Triangle_35ebb170-2a97-11ea-8123-8363a7ec19e6.png,Triangle
6553,Triangle_c952e6ce-2a86-11ea-8123-8363a7ec19e6.png,Triangle
54880,Triangle_b85e8cde-2a99-11ea-8123-8363a7ec19e6.png,Triangle
81332,Triangle_58abe642-2a99-11ea-8123-8363a7ec19e6.png,Triangle
9199,Square_e06f1b26-2a99-11ea-8123-8363a7ec19e6.png,Square
76947,Triangle_28f0efa2-2a8e-11ea-8123-8363a7ec19e6.png,Triangle
25889,Circle_d02ccba8-2a8c-11ea-8123-8363a7ec19e6.png,Circle
81817,Triangle_b78ff4fe-2a9a-11ea-8123-8363a7ec19e6.png,Triangle
11394,Circle_5fc6578e-2a92-11ea-8123-8363a7ec19e6.png,Circle
5068,Square_31b64e76-2a92-11ea-8123-8363a7ec19e6.png,Square
9448,Square_1494936a-2a89-11ea-8123-8363a7ec19e6.png,Square
77272,Triangle_e99444b0-2a8f-11ea-8123-8363a7ec19e6.png,Triangle
14246,Triangle_c5f6dab4-2a89-11ea-8123-8363a7ec19e6.png,Triangle
84581,Triangle_fcc1707a-2a8b-11ea-8123-8363a7ec19e6.png,Triangle
84398,Triangle_3d66a0b8-2a92-11ea-8123-8363a7ec19e6.png,Triangle
33988,Circle_57caf8c0-2a8b-11ea-8123-8363a7ec19e6.png,Circle
65377,Square_804ac81a-2a96-11ea-8123-8363a7ec19e6.png,Square
71931,Circle_99d99e4c-2a95-11ea-8123-8363a7ec19e6.png,Circle
8762,Square_ed6400f6-2a8c-11ea-8123-8363a7ec19e6.png,Square
50991,Circle_bdd8c83a-2a91-11ea-8123-8363a7ec19e6.png,Circle
6631,Triangle_ad7a70d0-2a8f-11ea-8123-8363a7ec19e6.png,Triangle
78513,Square_4cb2bccc-2a89-11ea-8123-8363a7ec19e6.png,Square
21211,Square_44d219bc-2a93-11ea-8123-8363a7ec19e6.png,Square
61635,Triangle_ba4f1c7e-2a90-11ea-8123-8363a7ec19e6.png,Triangle
39045,Circle_79091962-2a8c-11ea-8123-8363a7ec19e6.png,Circle
40990,Triangle_51f240a6-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
69875,Square_0847bc52-2a95-11ea-8123-8363a7ec19e6.png,Square
48680,Square_d86c8bc0-2a8a-11ea-8123-8363a7ec19e6.png,Square
48410,Circle_9bade832-2a94-11ea-8123-8363a7ec19e6.png,Circle
12213,Square_253fa53e-2a88-11ea-8123-8363a7ec19e6.png,Square
65647,Square_a3b3e93e-2a88-11ea-8123-8363a7ec19e6.png,Square
82740,Triangle_0e617be6-2a8b-11ea-8123-8363a7ec19e6.png,Triangle
26486,Triangle_dde8b642-2a98-11ea-8123-8363a7ec19e6.png,Triangle
24920,Triangle_80f96dde-2a91-11ea-8123-8363a7ec19e6.png,Triangle
44896,Square_e68fc76c-2a94-11ea-8123-8363a7ec19e6.png,Square
25705,Circle_d66ca890-2a8b-11ea-8123-8363a7ec19e6.png,Circle
37316,Circle_afb97c86-2a8c-11ea-8123-8363a7ec19e6.png,Circle
26897,Square_c4bd1182-2a88-11ea-8123-8363a7ec19e6.png,Square
88018,Circle_d160792a-2a8c-11ea-8123-8363a7ec19e6.png,Circle
55560,Square_f76a2b86-2a94-11ea-8123-8363a7ec19e6.png,Square
35283,Triangle_8fb69fac-2a93-11ea-8123-8363a7ec19e6.png,Triangle
14513,Square_e51c189c-2a88-11ea-8123-8363a7ec19e6.png,Square
6121,Triangle_0cc9481e-2a8a-11ea-8123-8363a7ec19e6.png,Triangle
13552,Square_f34e0238-2a95-11ea-8123-8363a7ec19e6.png,Square
82497,Circle_f7e42656-2a86-11ea-8123-8363a7ec19e6.png,Circle
35404,Triangle_00344486-2a86-11ea-8123-8363a7ec19e6.png,Triangle
22096,Circle_d2bec004-2a84-11ea-8123-8363a7ec19e6.png,Circle
32404,Triangle_0be62da6-2a88-11ea-8123-8363a7ec19e6.png,Triangle
27670,Square_dfaf1c88-2a83-11ea-8123-8363a7ec19e6.png,Square
61511,Circle_705bc044-2a96-11ea-8123-8363a7ec19e6.png,Circle
59221,Triangle_a70ef4e0-2a95-11ea-8123-8363a7ec19e6.png,Triangle
84091,Circle_2f607872-2a88-11ea-8123-8363a7ec19e6.png,Circle
38644,Circle_ece660be-2a8d-11ea-8123-8363a7ec19e6.png,Circle
29657,Triangle_7e1d71d4-2a94-11ea-8123-8363a7ec19e6.png,Triangle
1443,Circle_542e57b8-2a98-11ea-8123-8363a7ec19e6.png,Circle
88968,Square_0e9ccbc6-2a98-11ea-8123-8363a7ec19e6.png,Square
77715,Square_f8a8db7a-2a83-11ea-8123-8363a7ec19e6.png,Square
49911,Triangle_33e3a6d2-2a95-11ea-8123-8363a7ec19e6.png,Triangle
23117,Circle_810d191c-2a8f-11ea-8123-8363a7ec19e6.png,Circle
11356,Square_32c151b6-2a93-11ea-8123-8363a7ec19e6.png,Square
60007,Triangle_64837ee8-2a9a-11ea-8123-8363a7ec19e6.png,Triangle
19259,Circle_22366872-2a98-11ea-8123-8363a7ec19e6.png,Circle
18728,Circle_02c241a6-2a97-11ea-8123-8363a7ec19e6.png,Circle
16096,Circle_658dcf62-2a8d-11ea-8123-8363a7ec19e6.png,Circle
89494,Circle_3e127278-2a9a-11ea-8123-8363a7ec19e6.png,Circle
74103,Square_a5eb473c-2a89-11ea-8123-8363a7ec19e6.png,Square
37301,Triangle_19c8a10e-2a85-11ea-8123-8363a7ec19e6.png,Triangle
34913,Triangle_967efa88-2a92-11ea-8123-8363a7ec19e6.png,Triangle
22308,Triangle_bfde23c8-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
78186,Square_405e001a-2a95-11ea-8123-8363a7ec19e6.png,Square
40318,Circle_b188b734-2a8c-11ea-8123-8363a7ec19e6.png,Circle
84267,Circle_99a43c46-2a83-11ea-8123-8363a7ec19e6.png,Circle
58429,Square_6db33136-2a89-11ea-8123-8363a7ec19e6.png,Square
26765,Triangle_d45a6e04-2a93-11ea-8123-8363a7ec19e6.png,Triangle
69075,Square_32777ad6-2a99-11ea-8123-8363a7ec19e6.png,Square
30165,Circle_7f7c5238-2a86-11ea-8123-8363a7ec19e6.png,Circle
64564,Circle_c2aa5e42-2a86-11ea-8123-8363a7ec19e6.png,Circle
73755,Square_4a2cfd4a-2a8a-11ea-8123-8363a7ec19e6.png,Square
6619,Square_5716575c-2a8c-11ea-8123-8363a7ec19e6.png,Square
62361,Triangle_4aa77194-2a92-11ea-8123-8363a7ec19e6.png,Triangle
19735,Circle_3addcc0e-2a8d-11ea-8123-8363a7ec19e6.png,Circle
9651,Square_99aedc22-2a93-11ea-8123-8363a7ec19e6.png,Square
14753,Circle_df460b40-2a8c-11ea-8123-8363a7ec19e6.png,Circle
42145,Circle_22b3ba94-2a97-11ea-8123-8363a7ec19e6.png,Circle
25536,Circle_dd6a8fc6-2a96-11ea-8123-8363a7ec19e6.png,Circle
66068,Square_3b4ce110-2a84-11ea-8123-8363a7ec19e6.png,Square
71155,Triangle_2978061c-2a8a-11ea-8123-8363a7ec19e6.png,Triangle
34478,Triangle_6e7be4e8-2a96-11ea-8123-8363a7ec19e6.png,Triangle
54454,Triangle_785e01b2-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
89073,Square_222c2124-2a88-11ea-8123-8363a7ec19e6.png,Square
31836,Triangle_603dcc1c-2a86-11ea-8123-8363a7ec19e6.png,Triangle
65757,Circle_abff011e-2a83-11ea-8123-8363a7ec19e6.png,Circle
45542,Square_fda8e9fc-2a8e-11ea-8123-8363a7ec19e6.png,Square
89862,Circle_71b70726-2a98-11ea-8123-8363a7ec19e6.png,Circle
13130,Circle_31e1b8f8-2a84-11ea-8123-8363a7ec19e6.png,Circle
79678,Square_b8b25470-2a91-11ea-8123-8363a7ec19e6.png,Square
58343,Square_54285fae-2a91-11ea-8123-8363a7ec19e6.png,Square
89226,Circle_f8ea12a2-2a8d-11ea-8123-8363a7ec19e6.png,Circle
85971,Circle_f0da7258-2a8f-11ea-8123-8363a7ec19e6.png,Circle
48343,Triangle_07e901f4-2a8a-11ea-8123-8363a7ec19e6.png,Triangle
18285,Square_888a8738-2a99-11ea-8123-8363a7ec19e6.png,Square
20003,Square_5b01c2a6-2a8d-11ea-8123-8363a7ec19e6.png,Square
76707,Square_bc270342-2a8e-11ea-8123-8363a7ec19e6.png,Square
11045,Square_2cbc912e-2a87-11ea-8123-8363a7ec19e6.png,Square
14617,Circle_0673f97a-2a8d-11ea-8123-8363a7ec19e6.png,Circle
76382,Square_6f6bb810-2a96-11ea-8123-8363a7ec19e6.png,Square
25300,Circle_c4cfa486-2a89-11ea-8123-8363a7ec19e6.png,Circle
52951,Triangle_15b6434a-2a8b-11ea-8123-8363a7ec19e6.png,Triangle
43170,Circle_dbf6d0c0-2a99-11ea-8123-8363a7ec19e6.png,Circle
65829,Circle_ba171354-2a92-11ea-8123-8363a7ec19e6.png,Circle
20076,Square_88f9b2f8-2a84-11ea-8123-8363a7ec19e6.png,Square
72381,Circle_c47d8da2-2a86-11ea-8123-8363a7ec19e6.png,Circle
88322,Square_b38d1a82-2a98-11ea-8123-8363a7ec19e6.png,Square
67394,Square_b816ac66-2a8a-11ea-8123-8363a7ec19e6.png,Square
72175,Triangle_44eaa27c-2a96-11ea-8123-8363a7ec19e6.png,Triangle
43818,Triangle_888208d4-2a98-11ea-8123-8363a7ec19e6.png,Triangle
58495,Square_b44a713e-2a9a-11ea-8123-8363a7ec19e6.png,Square
10384,Triangle_b6691c98-2a92-11ea-8123-8363a7ec19e6.png,Triangle
5079,Square_5d76c7b4-2a85-11ea-8123-8363a7ec19e6.png,Square
18619,Triangle_352508c0-2a99-11ea-8123-8363a7ec19e6.png,Triangle
70694,Square_515a5562-2a8b-11ea-8123-8363a7ec19e6.png,Square
5402,Triangle_8cca7450-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
43003,Triangle_3596784c-2a9a-11ea-8123-8363a7ec19e6.png,Triangle
36677,Triangle_40082046-2a95-11ea-8123-8363a7ec19e6.png,Triangle
68587,Circle_e5971a22-2a99-11ea-8123-8363a7ec19e6.png,Circle
38089,Circle_6d2d910e-2a87-11ea-8123-8363a7ec19e6.png,Circle
68363,Triangle_3433b9bc-2a98-11ea-8123-8363a7ec19e6.png,Triangle
765,Triangle_c6b87c4a-2a8f-11ea-8123-8363a7ec19e6.png,Triangle
16092,Circle_486c92c0-2a8c-11ea-8123-8363a7ec19e6.png,Circle
48525,Circle_67275010-2a91-11ea-8123-8363a7ec19e6.png,Circle
37822,Triangle_fc94f120-2a87-11ea-8123-8363a7ec19e6.png,Triangle
71286,Square_eb3fef9c-2a91-11ea-8123-8363a7ec19e6.png,Square
64552,Square_46e0f946-2a8c-11ea-8123-8363a7ec19e6.png,Square
82176,Triangle_f2c88d16-2a99-11ea-8123-8363a7ec19e6.png,Triangle
72492,Square_cf3cd706-2a8c-11ea-8123-8363a7ec19e6.png,Square
31788,Circle_b4a094ba-2a9a-11ea-8123-8363a7ec19e6.png,Circle
63207,Square_10982c52-2a9a-11ea-8123-8363a7ec19e6.png,Square
4087,Square_971d526c-2a8a-11ea-8123-8363a7ec19e6.png,Square
4343,Triangle_773325c8-2a92-11ea-8123-8363a7ec19e6.png,Triangle
9836,Circle_23da963a-2a84-11ea-8123-8363a7ec19e6.png,Circle
45088,Circle_904d2622-2a96-11ea-8123-8363a7ec19e6.png,Circle
56235,Square_44c2ec30-2a89-11ea-8123-8363a7ec19e6.png,Square
77190,Triangle_2caf195e-2a91-11ea-8123-8363a7ec19e6.png,Triangle
22035,Circle_2a6b903c-2a8c-11ea-8123-8363a7ec19e6.png,Circle
48257,Triangle_0ab8b180-2a8b-11ea-8123-8363a7ec19e6.png,Triangle
48331,Square_3595a51c-2a94-11ea-8123-8363a7ec19e6.png,Square
41160,Square_edf51828-2a93-11ea-8123-8363a7ec19e6.png,Square
62836,Circle_0082ab8c-2a93-11ea-8123-8363a7ec19e6.png,Circle
73322,Square_a80f64dc-2a96-11ea-8123-8363a7ec19e6.png,Square
40978,Triangle_d1c53948-2a94-11ea-8123-8363a7ec19e6.png,Triangle
39382,Circle_bc736064-2a9a-11ea-8123-8363a7ec19e6.png,Circle
9058,Circle_080279da-2a95-11ea-8123-8363a7ec19e6.png,Circle
81331,Triangle_6e436066-2a85-11ea-8123-8363a7ec19e6.png,Triangle
47786,Triangle_2ea79c1a-2a85-11ea-8123-8363a7ec19e6.png,Triangle
75370,Square_9ae80c94-2a89-11ea-8123-8363a7ec19e6.png,Square
72951,Circle_ac12b78a-2a93-11ea-8123-8363a7ec19e6.png,Circle
44238,Triangle_937d8124-2a92-11ea-8123-8363a7ec19e6.png,Triangle
68308,Circle_bd8a9bd6-2a93-11ea-8123-8363a7ec19e6.png,Circle
1267,Triangle_03e4b19a-2a97-11ea-8123-8363a7ec19e6.png,Triangle
14919,Circle_16ebb298-2a88-11ea-8123-8363a7ec19e6.png,Circle
38531,Circle_47b51328-2a8e-11ea-8123-8363a7ec19e6.png,Circle
17268,Square_9939b8b4-2a9a-11ea-8123-8363a7ec19e6.png,Square
42573,Square_8c0695a6-2a84-11ea-8123-8363a7ec19e6.png,Square
77905,Circle_3f67a174-2a91-11ea-8123-8363a7ec19e6.png,Circle
32552,Triangle_e34f9cac-2a95-11ea-8123-8363a7ec19e6.png,Triangle
18404,Circle_c11f3d9c-2a98-11ea-8123-8363a7ec19e6.png,Circle
64692,Circle_bfc8d4c2-2a8d-11ea-8123-8363a7ec19e6.png,Circle
73007,Triangle_57fbeed2-2a89-11ea-8123-8363a7ec19e6.png,Triangle
28248,Triangle_8fa1e7a8-2a96-11ea-8123-8363a7ec19e6.png,Triangle
34458,Square_3083a480-2a8e-11ea-8123-8363a7ec19e6.png,Square
30162,Triangle_98e8851e-2a92-11ea-8123-8363a7ec19e6.png,Triangle
86341,Triangle_c24a2c72-2a89-11ea-8123-8363a7ec19e6.png,Triangle
62995,Triangle_12693d98-2a89-11ea-8123-8363a7ec19e6.png,Triangle
42297,Triangle_2b793174-2a95-11ea-8123-8363a7ec19e6.png,Triangle
86579,Square_b2c14196-2a89-11ea-8123-8363a7ec19e6.png,Square
80811,Square_4857c7f4-2a97-11ea-8123-8363a7ec19e6.png,Square
27114,Circle_8733135e-2a95-11ea-8123-8363a7ec19e6.png,Circle
56652,Triangle_21f423ba-2a8c-11ea-8123-8363a7ec19e6.png,Triangle
38608,Circle_3fe27f1e-2a8e-11ea-8123-8363a7ec19e6.png,Circle
1026,Circle_67f5a14e-2a8d-11ea-8123-8363a7ec19e6.png,Circle
45989,Triangle_cfa36706-2a9a-11ea-8123-8363a7ec19e6.png,Triangle
77645,Circle_327cd54a-2a93-11ea-8123-8363a7ec19e6.png,Circle
19557,Circle_eb4c24fe-2a89-11ea-8123-8363a7ec19e6.png,Circle
82678,Square_09aedcca-2a8f-11ea-8123-8363a7ec19e6.png,Square
18610,Triangle_90c6e43e-2a8d-11ea-8123-8363a7ec19e6.png,Triangle
80804,Circle_b3d7629c-2a96-11ea-8123-8363a7ec19e6.png,Circle
49727,Square_c7a79f1e-2a8f-11ea-8123-8363a7ec19e6.png,Square
19152,Triangle_4b9e2a66-2a83-11ea-8123-8363a7ec19e6.png,Triangle
4463,Circle_471baf36-2a92-11ea-8123-8363a7ec19e6.png,Circle
75897,Triangle_7e15f17c-2a88-11ea-8123-8363a7ec19e6.png,Triangle
13735,Square_efe4c12c-2a8b-11ea-8123-8363a7ec19e6.png,Square
51244,Triangle_55d3e400-2a90-11ea-8123-8363a7ec19e6.png,Triangle
81281,Square_c37f1496-2a83-11ea-8123-8363a7ec19e6.png,Square
76965,Circle_04808828-2a96-11ea-8123-8363a7ec19e6.png,Circle
88852,Circle_8bdd833e-2a91-11ea-8123-8363a7ec19e6.png,Circle
59861,Circle_0e820d7e-2a87-11ea-8123-8363a7ec19e6.png,Circle
56493,Triangle_8fde0608-2a9a-11ea-8123-8363a7ec19e6.png,Triangle
71760,Circle_65d080a4-2a84-11ea-8123-8363a7ec19e6.png,Circle
72210,Triangle_77a7e894-2a93-11ea-8123-8363a7ec19e6.png,Triangle
77241,Circle_43b35650-2a83-11ea-8123-8363a7ec19e6.png,Circle
44178,Triangle_d34c9e0c-2a92-11ea-8123-8363a7ec19e6.png,Triangle
78725,Square_dfcf8f96-2a91-11ea-8123-8363a7ec19e6.png,Square
52952,Triangle_2e9ffbe8-2a96-11ea-8123-8363a7ec19e6.png,Triangle
62887,Square_197470da-2a89-11ea-8123-8363a7ec19e6.png,Square
56324,Square_ea742b36-2a97-11ea-8123-8363a7ec19e6.png,Square
5102,Square_0005d796-2a94-11ea-8123-8363a7ec19e6.png,Square
87775,Triangle_44dd818e-2a8f-11ea-8123-8363a7ec19e6.png,Triangle
47969,Circle_876c52a4-2a86-11ea-8123-8363a7ec19e6.png,Circle
29457,Circle_ffa59c6e-2a98-11ea-8123-8363a7ec19e6.png,Circle
29485,Triangle_de635b96-2a8d-11ea-8123-8363a7ec19e6.png,Triangle
41954,Triangle_ee138d52-2a8a-11ea-8123-8363a7ec19e6.png,Triangle
64885,Circle_869e529e-2a8d-11ea-8123-8363a7ec19e6.png,Circle
74719,Circle_1fd310da-2a93-11ea-8123-8363a7ec19e6.png,Circle
61719,Triangle_4435c0fc-2a99-11ea-8123-8363a7ec19e6.png,Triangle
47347,Circle_b6f270ec-2a97-11ea-8123-8363a7ec19e6.png,Circle
73205,Circle_19329642-2a93-11ea-8123-8363a7ec19e6.png,Circle
21662,Square_74b01c8c-2a99-11ea-8123-8363a7ec19e6.png,Square
23785,Circle_46afba04-2a99-11ea-8123-8363a7ec19e6.png,Circle
20048,Square_4f0af17a-2a83-11ea-8123-8363a7ec19e6.png,Square
14650,Circle_feaf9b9e-2a97-11ea-8123-8363a7ec19e6.png,Circle
36549,Triangle_54ac83dc-2a97-11ea-8123-8363a7ec19e6.png,Triangle
70067,Circle_4f4780ba-2a90-11ea-8123-8363a7ec19e6.png,Circle
37087,Square_92d63e94-2a8a-11ea-8123-8363a7ec19e6.png,Square
10167,Triangle_5ef98000-2a93-11ea-8123-8363a7ec19e6.png,Triangle
47681,Triangle_414c1dd2-2a94-11ea-8123-8363a7ec19e6.png,Triangle
66269,Square_26b0c4a6-2a98-11ea-8123-8363a7ec19e6.png,Square
10791,Circle_821beef2-2a92-11ea-8123-8363a7ec19e6.png,Circle
33401,Square_f8ece28e-2a97-11ea-8123-8363a7ec19e6.png,Square
61360,Circle_24260174-2a89-11ea-8123-8363a7ec19e6.png,Circle
50062,Triangle_438399a6-2a88-11ea-8123-8363a7ec19e6.png,Triangle
25839,Circle_0fe79cd0-2a99-11ea-8123-8363a7ec19e6.png,Circle
42775,Square_48911952-2a9a-11ea-8123-8363a7ec19e6.png,Square
43482,Square_6f17dc5e-2a8c-11ea-8123-8363a7ec19e6.png,Square
7414,Triangle_96c66768-2a8a-11ea-8123-8363a7ec19e6.png,Triangle
46442,Square_93f5a224-2a8f-11ea-8123-8363a7ec19e6.png,Square
68652,Triangle_b258e7ca-2a8b-11ea-8123-8363a7ec19e6.png,Triangle
88515,Circle_efe88080-2a8d-11ea-8123-8363a7ec19e6.png,Circle
53792,Triangle_bc6d3b60-2a92-11ea-8123-8363a7ec19e6.png,Triangle
19752,Triangle_2e5fed4a-2a92-11ea-8123-8363a7ec19e6.png,Triangle
47322,Triangle_6bf1aac0-2a99-11ea-8123-8363a7ec19e6.png,Triangle
70829,Circle_957dc00c-2a91-11ea-8123-8363a7ec19e6.png,Circle
